Gebäude-ID,Anlagentyp,Anlagen-ID,Bauteil der Anlage,Anlagenname,Untergewerk-ID,Untergewerk,AKS-Bezeichnung,Kostengruppe,Kostengruppenbezeichnung,Anzahl,Hinweis Preisermittlung,Merkmale,Verbandsnummer
2095,Anlage,71224,,Zugangskontrollanlage,1301,456,Zugangskontrollanlage,450,Fernmelde- und informationstechnische Anlagen,1.0,,Anzahl Batterien / Akku:7 Stk.; Anzahl Leseeinheiten:31 Stk.; Anzahl Schlösser:#kA Stk.; Anzahl Transponder:#kA Stk.; Art Leseeinheit:RFID-Transponder; Bauart:elektronisch; Flucht-/Rettungsweg:;,456.06.01.000.00.00
2095,Anlage,71225,,Videoüberwachungsanlage,1300,456,Videoüberwachungsanlage,450,Fernmelde- und informationstechnische Anlagen,1.0,,Anzahl Bedienplätze:#kA Stk.; Anzahl Bewegungsmelder:5 Stk.; Anzahl Dämmerungsschalter:#NV Stk.; Anzahl Kreuzschienen:#kA Stk.; VdS-Klasse:B;,456.07.01.000.02.00
2095,Bauteil,71544,71225.0,Aussen-Kamera,1556,456,Videoüberwachungsanlage,450,Fernmelde- und informationstechnische Anlagen,1.0,,"Installationshöhe:1,5 m; Stellmotor:nein;",456.07.01.109.02.00
2095,Bauteil,71226,71225.0,Innen-Kamera,1557,456,Videoüberwachungsanlage,450,Fernmelde- und informationstechnische Anlagen,10.0,,"Installationshöhe:2,5 m; Stellmotor:nein;",456.07.01.158.02.00
2095,Anlage,71227,,Handfeuerlöscher 1,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,1.0,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:B; Inhalt:2 kg; Löscher (Art):CO2; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.07.000.00.01
2095,Anlage,71228,,Handfeuerlöscher 2,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,1.0,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:B; Inhalt:2 kg; Löscher (Art):CO2; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.07.000.00.01
2095,Anlage,71229,,Handfeuerlöscher 3,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,1.0,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:B; Inhalt:2 kg; Löscher (Art):CO2; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.07.000.00.01
2095,Anlage,71234,,Handfeuerlöscher 4,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,1.0,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:B; Inhalt:5 kg; Löscher (Art):CO2; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.07.000.00.02
2095,Anlage,71235,,Umluftkühler Server 1,1240,431,Zuluftanlage,430,Lufttechnische Anlagen,1.0,,Antriebsart:Riemenantrieb; thermische Behandlungsfunktion :Kühlen; Versorgung Aufenthaltsbereich (relevant für VDI 6022):nein; Zuluft Volumenstrom:16000 m3/h;,431.02.01.000.00.05
2095,Anlage,71237,,Umluftkühler Server 2,1240,431,Zuluftanlage,430,Lufttechnische Anlagen,1.0,,Antriebsart:Riemenantrieb; thermische Behandlungsfunktion :Kühlen; Versorgung Aufenthaltsbereich (relevant für VDI 6022):nein; Zuluft Volumenstrom:16000 m3/h;,431.02.01.000.00.05
2095,Anlage,71239,,Umluftkühler Server 3,1240,431,Zuluftanlage,430,Lufttechnische Anlagen,1.0,,Antriebsart:Riemenantrieb; thermische Behandlungsfunktion :Kühlen; Versorgung Aufenthaltsbereich (relevant für VDI 6022):nein; Zuluft Volumenstrom:16000 m3/h;,431.02.01.000.00.05
