Gebäude-ID,Anlagentyp,Anlagen-ID,Bauteil der Anlage,Anlagenname,Untergewerk-ID,Untergewerk,AKS-Bezeichnung,Kostengruppe,Kostengruppenbezeichnung,Anzahl,Hinweis Preisermittlung,Merkmale,Verbandsnummer
2033,Anlage,73831,,Personenaufzug,1306,461,Personenaufzug,460,Förderanlagen,,,Antriebsart:Treibscheibe; Anzahl Haltestellen:6 Stk.; Anzahl Zugangsstellen:; Durchladung:; Errichtungsnorm:; Feuerwehr-/Evakuierungsaufzug:; Förderhöhe:; Notruffunktion:; Tragfähigkeit:630 kg;,461.01.01.000.01.05
2033,Anlage,73832,,Rauchwärmeabzugsanlage (RWA),1256,439,Rauchwärmeabzugsanlage (RWA),430,Lufttechnische Anlagen,,Die Preisermittlung erfolgt entweder über Anzahl elektrische oder Anzahl pneumatische Antriebe. Es dürfen nicht beide Felder gefüllt sein.,Anzahl elektrische Antriebe:1 Stk.; Anzahl manuelle Antriebe:0 Stk.; Anzahl pneumatische Antriebe:0 Stk.; Anzahl Rauchabzugsöffnungen:1 Stk.; Auslöseart:Handmelder; zusätzliche Lüftungsfunktion:nein;,439.02.01.000.01.00
2033,Anlage,73833,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:1 Stk.; Feuerwiderstandsklasse:T30; im Fluchtweg:ja; Innendurchmesser:1000 mm; Obertürschließer:nein; Schließfolgeregelung:nein; Türart:Drehflügeltür;,334.03.01.000.16.02
2033,Anlage,73834,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:1 Stk.; Feuerwiderstandsklasse:T30; im Fluchtweg:ja; Innendurchmesser:1000 mm; Obertürschließer:nein; Schließfolgeregelung:nein; Türart:Drehflügeltür;,334.03.01.000.16.02
2033,Anlage,73835,,Blitzschutzanlage,1276,446,Blitzschutzanlage,440,Starkstromanlagen,,Bei Äußeren Blitzschutz erfolgt die Preisermittlung ausschließlich über die Bauteile Trennstellen.,Anzahl Ableitungen:; Anzahl Auffangeinrichtungen:; Anzahl Erdungen:; Anzahl Potenzialausgleichsschienen:; Bauart:Äusserer Blitzschutz; Blitzschutzklasse:; Überspannungsschutz:ja;,
2033,Anlage,73836,,Begleitheizung,1277,449,Begleitheizung,440,Starkstromanlagen,6.0,,Art:Elektro; Einbausituation:Dachrinne; Länge:50 m; Leistung:1 kW;,449.03.01.000.00.00
2033,Anlage,73837,,Handfeuerlöscher,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:A B; Inhalt:6 kg; Löscher (Art):Schaum; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.10.000.01.01
2033,Anlage,73838,,Handfeuerlöscher,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:A; Inhalt:9 kg; Löscher (Art):Wasser; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.09.000.00.01
2033,Anlage,73839,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:1 Stk.; Feuerwiderstandsklasse:T30; im Fluchtweg:ja; Innendurchmesser:1000 mm; Obertürschließer:nein; Schließfolgeregelung:nein; Türart:Drehflügeltür;,334.03.01.000.16.02
2033,Anlage,73840,,Handfeuerlöscher,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:A B; Inhalt:6 kg; Löscher (Art):Schaum; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.10.000.01.01
