Gebäude-ID,Anlagentyp,Anlagen-ID,Bauteil der Anlage,Anlagenname,Untergewerk-ID,Untergewerk,AKS-Bezeichnung,Kostengruppe,Kostengruppenbezeichnung,Anzahl,Hinweis Preisermittlung,Merkmale,Verbandsnummer
2020,Anlage,74332,,Kabel,1268,444,Kabel,440,Starkstromanlagen,,,,444.01.01.000.00.00
2020,Anlage,74333,,Leitungen,1269,444,Leitungen,440,Starkstromanlagen,,,,444.02.01.000.00.00
2020,Anlage,74334,,Blitzschutzanlage,1276,446,Blitzschutzanlage,440,Starkstromanlagen,,Bei Äußeren Blitzschutz erfolgt die Preisermittlung ausschließlich über die Bauteile Trennstellen.,Anzahl Ableitungen:4 Stk.; Anzahl Auffangeinrichtungen:; Anzahl Erdungen:4 Stk.; Anzahl Potenzialausgleichsschienen:; Bauart:Äusserer Blitzschutz; Blitzschutzklasse:; Überspannungsschutz:;,
2020,Bauteil,75855,74334.0,Trennstellen,1547,446,Blitzschutzanlage,440,Starkstromanlagen,4.0,,Anzahl Trennstellen:4 Stk.;,446.01.01.216.00.00
2020,Anlage,74380,,Blindstromkompensationsanlage,1264,443,Blindstromkompensationsanlage,440,Starkstromanlagen,,,Bauart:statisch; elektrische Leistung:50 kVAr; Kompensationsart:kapazitiv;,443.02.01.000.00.01
2020,Anlage,74381,,Türsprech- und Türöffneranlage,1286,452,Türsprech- und Türöffneranlage,450,Fernmelde- und informationstechnische Anlagen,,,Anzahl Kameras:5 Stk.; Anzahl Monitore:6 Stk.; Anzahl Sprechstellen außen:1 Stk.; Anzahl Sprechstellen innen:15 Stk.;,452.03.01.000.01.00
2020,Anlage,74396,,Brandschutzklappe,1654,439,Brandschutzklappe,430,Lufttechnische Anlagen,50.0,,Brandschutzklappen (Auslöseart):thermisch;,439.01.01.053.00.00
2020,Anlage,74398,,Gas-Warnanlage,1297,456,Gas-Warnanlage,450,Fernmelde- und informationstechnische Anlagen,,,Anzahl akustische Signaleinrichtungen:2 Stk.; Anzahl optische Signaleinrichtungen:2 Stk.; Anzahl Sensoren:2 Stk.; Art des Gases:CO; VdS-Zulassung:ja;,456.04.01.000.01.01
2020,Anlage,74652,,Raumbeleuchtung,1274,445,Raumbeleuchtung,440,Starkstromanlagen,,,,445.01.01.000.00.00
2020,Anlage,74653,,Verlegesysteme,1271,444,Verlegesysteme,440,Starkstromanlagen,,,,444.04.01.000.00.00
2020,Anlage,74662,,Anschlagpunkte,1182,389,Anschlagpunkte,380,Neu Sonstiges zur KG,,Die Massenermittlung erfolgt anhand des Merkmals Anzahl Anschlagpunkte,Anzahl Anschlagpunkte:5 Stk.;,389.02.02.000.00.00
2020,Anlage,74663,,Abläufe,1188,411,Abläufe,410,"Abwasser-, Wasser-, Gasanlagen",,,,
2020,Bauteil,74664,74663.0,Bodeneinläufe,1429,411,Abläufe,410,"Abwasser-, Wasser-, Gasanlagen",,,Anzahl Bodeneinläufe:5 Stk.;,411.02.01.118.00.00
2020,Anlage,74665,,Flachdach,1179,363,Flachdach,360,Dächer,,,Abdichtung:; Fläche:100 m2; Nutzung:; Schaligkeit:;,363.01.01.000.00.01
2020,Anlage,74666,,Kompressionskältemaschine,1246,434,Kompressionskältemaschine,430,Lufttechnische Anlagen,,,Kälteleistung:140 kW; Kältemittel:R407C; Kältemittelfüllung:; Verdichterart:Kolbenverdichter;,434.01.02.000.01.01
2020,Anlage,74667,,Kälteverteilnetz,1228,422,Wärmeverteilnetz,420,Wärmeversorgungsanlagen,,"Die Preisermittlung des Wärmeverteilnetzes erfolgt ausschließlich über die folgenden Bauteile am Wärmeverteilnetz: Heizungsverteiler, Entgasungsstationen, Wärmetauscher.",,
2020,Bauteil,74668,74667.0,Membranausdehnungsgefäß (MAG),1484,422,Wärmeverteilnetz,420,Wärmeversorgungsanlagen,,"Die Preisermittlung des Wärmeverteilnetzes erfolgt ausschließlich über die folgenden Bauteile am Wärmeverteilnetz: Heizungsverteiler, Entgasungsstationen, Wärmetauscher.","Volumen:0,08 m3;",
2020,Bauteil,74670,74667.0,Pufferspeicher,1486,422,Wärmeverteilnetz,420,Wärmeversorgungsanlagen,,,Betriebsdruck max.:3 bar; Volumen:1000 l;,
2020,Bauteil,74671,74667.0,Pumpen,1487,422,Wärmeverteilnetz,420,Wärmeversorgungsanlagen,,Die Preisermittlung erfolgt über Heizungsverteiler und ist dort inkludiert.,elektr. Pumpenleistung:1 kW; Förderhöhe:1 m; Fördermenge:1 m3/h;,
2020,Bauteil,74669,74667.0,Rohrleitung,1488,422,Wärmeverteilnetz,420,Wärmeversorgungsanlagen,,Die Preisermittlung erfolgt über Heizungsverteiler und ist dort inkludiert.,Material:Stahl;,
2020,Anlage,74672,,Abläufe,1188,411,Abläufe,410,"Abwasser-, Wasser-, Gasanlagen",,,,
2020,Bauteil,74673,74672.0,Bodeneinläufe,1429,411,Abläufe,410,"Abwasser-, Wasser-, Gasanlagen",,,Anzahl Bodeneinläufe:1 Stk.;,411.02.01.118.00.00
2020,Anlage,74674,,Sanitäre Einrichtungsgegenstände,1204,412,Sanitäre Einrichtungsgegenstände,410,"Abwasser-, Wasser-, Gasanlagen",,,,412.05.01.000.00.00
2020,Bauteil,74675,74674.0,Waschtische,1453,412,Sanitäre Einrichtungsgegenstände,410,"Abwasser-, Wasser-, Gasanlagen",,,Anzahl Waschtische:1 Stk.;,412.05.01.000.00.00
2020,Anlage,74676,,Abluftanlage,1233,431,Abluftanlage,430,Lufttechnische Anlagen,,,Abluft Volumenstrom:500 m3/h; Antriebsart:Direktantrieb;,431.01.01.000.00.01
2020,Anlage,74677,,Abluftanlage wc,1233,431,Abluftanlage,430,Lufttechnische Anlagen,,,Abluft Volumenstrom:500 m3/h; Antriebsart:Riemenantrieb;,431.01.01.000.00.01
