Gebäude-ID,Anlagentyp,Anlagen-ID,Bauteil der Anlage,Anlagenname,Untergewerk-ID,Untergewerk,AKS-Bezeichnung,Kostengruppe,Kostengruppenbezeichnung,Anzahl,Hinweis Preisermittlung,Merkmale,Verbandsnummer
2037,Anlage,79412,,Außenfenster mit Kipp- oder Drehflügel,1165,334,Außenfenster mit Kipp- oder Drehflügel,330,Außenwände,40.0,,Antriebsart:nicht kraftbetrieben; Anzahl Antriebe:; Anzahl Flügel:2 Stk.; Fenstergröße:; Material :; Notausgang:;,334.01.01.000.02.00
2037,Anlage,79413,,Werbeanlage,1172,339,Werbeanlage,330,Außenwände,,,Bauart:mit Polycarbonatabdeckung; Breite:3 m; Höhe:1 m; Montagehöhe:; Steuerung (Art):; Zugänglichkeit:;,339.01.01.000.00.00
2037,Anlage,79414,,Werbeanlage,1172,339,Werbeanlage,330,Außenwände,,,Bauart:mit Polycarbonatabdeckung; Breite:3 m; Höhe:1 m; Montagehöhe:; Steuerung (Art):; Zugänglichkeit:;,339.01.01.000.00.00
2037,Anlage,79415,,Werbeanlage,1172,339,Werbeanlage,330,Außenwände,,,Bauart:mit Polycarbonatabdeckung; Breite:3 m; Höhe:1 m; Montagehöhe:; Steuerung (Art):; Zugänglichkeit:;,339.01.01.000.00.00
2037,Anlage,79416,,Außenbeleuchtung,1656,546,Außenbeleuchtung,540,Technische Anlagen in Außenanlagen,,,"Leuchtmittel-Typ:Halogen
; Lampen-/Masthöhe:; Aufschaltung GLT:; Anz. Leuchtmittel:12 Stück;",ohne
2037,Anlage,79417,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:2 Stk.; Feuerwiderstandsklasse:keine; im Fluchtweg:ja; Innendurchmesser:1000 mm; Obertürschließer:ja; Schließfolgeregelung:ja; Türart:Drehflügeltür;,334.03.01.000.17.01
2037,Anlage,79418,,Personenaufzug,1306,461,Personenaufzug,460,Förderanlagen,,,Antriebsart:Treibscheibe; Anzahl Haltestellen:6 Stk.; Anzahl Zugangsstellen:; Durchladung:; Errichtungsnorm:; Feuerwehr-/Evakuierungsaufzug:; Förderhöhe:; Notruffunktion:; Tragfähigkeit:320 kg;,461.01.01.000.01.05
2037,Anlage,79419,,Handfeuerlöscher,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:A B; Inhalt:6 kg; Löscher (Art):Schaum; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.10.000.01.01
2037,Anlage,79420,,Gaseinspeisung,1208,413,Gaseinspeisung,410,"Abwasser-, Wasser-, Gasanlagen",,,Eingangsdruck:; Nennweite:50 DN;,413.02.01.000.00.00
2037,Anlage,79421,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:1 Stk.; Feuerwiderstandsklasse:T30; im Fluchtweg:ja; Innendurchmesser:1000 mm; Obertürschließer:ja; Schließfolgeregelung:nein; Türart:Drehflügeltür;,334.03.01.000.16.02
