Gebäude-ID,Anlagentyp,Anlagen-ID,Bauteil der Anlage,Anlagenname,Untergewerk-ID,Untergewerk,AKS-Bezeichnung,Kostengruppe,Kostengruppenbezeichnung,Anzahl,Hinweis Preisermittlung,Merkmale,Verbandsnummer
544,Anlage,54219,,Brandschutzklappe,1654,439,Brandschutzklappe,430,Lufttechnische Anlagen,26.0,,Brandschutzklappen (Auslöseart):elektrisch;,439.01.01.053.00.00
544,Anlage,54220,,Blitzschutzanlage,1276,446,Blitzschutzanlage,440,Starkstromanlagen,,Bei Äußeren Blitzschutz erfolgt die Preisermittlung ausschließlich über die Bauteile Trennstellen.,Anzahl Ableitungen:; Anzahl Auffangeinrichtungen:; Anzahl Erdungen:; Anzahl Potenzialausgleichsschienen:; Bauart:Äusserer Blitzschutz; Blitzschutzklasse:; Überspannungsschutz:;,
544,Bauteil,75211,54220.0,Trennstellen,1547,446,Blitzschutzanlage,440,Starkstromanlagen,,,Anzahl Trennstellen:6 Stk.;,446.01.01.216.00.00
544,Anlage,54231,,Sektionaltor Garage,1166,334,Außentor,330,Außenwände,,,"Antriebsart:kraftbetrieben; Aufschaltung BMA:; Breite:4,5 m; Feuerwiderstandsklasse:keine; Höhe:2,32 m; im Fluchtweg:nein; Öffnungssteuerung:; Schließrichtung:; zusätzlicher Notausgang:; Torart:Sektionaltor;",334.02.01.000.07.01
544,Anlage,54232,,Rollgitter Passage LKG,1166,334,Außentor,330,Außenwände,,,"Antriebsart:kraftbetrieben; Aufschaltung BMA:nein; Breite:5,2 m; Feuerwiderstandsklasse:keine; Höhe:6,3 m; im Fluchtweg:nein; Öffnungssteuerung:; Schließrichtung:vertikal; zusätzlicher Notausgang:nein; Torart:Rolltor;",334.02.01.000.03.01
544,Anlage,54233,,Blindstromkompensationsanlage,1264,443,Blindstromkompensationsanlage,440,Starkstromanlagen,,,"Bauart:dynamisch; elektrische Leistung:51,2 kVAr; Kompensationsart:;",443.02.01.000.00.01
544,Anlage,54239,,Brandmeldeanlage,1295,456,Brandmeldeanlage,450,Fernmelde- und informationstechnische Anlagen,,,Akku Nennkapazität:; Anzahl Meldegruppen:; Feuerwehraufschaltung:; Stromversorgung:Netzanschluss;,456.01.01.000.00.00
544,Bauteil,75726,54239.0,Druckknopfmelder,1548,456,Brandmeldeanlage,450,Fernmelde- und informationstechnische Anlagen,,,Anzahl Druckknopfmelder:15 Stk.;,456.01.01.132.00.00
544,Bauteil,75724,54239.0,Rauchmelder,1550,456,Brandmeldeanlage,450,Fernmelde- und informationstechnische Anlagen,,,Anzahl Rauchmelder:495 Stk.; Bauart:Mehrkriterienmelder;,456.01.01.189.03.00
544,Bauteil,75737,54239.0,Signalgeber,1551,456,Brandmeldeanlage,450,Fernmelde- und informationstechnische Anlagen,,,Anzahl Signalgeber:30 Stk.; Art Signalgeber:akustisch;,456.01.01.202.02.00
544,Bauteil,75723,54239.0,Wärmemelder,1553,456,Brandmeldeanlage,450,Fernmelde- und informationstechnische Anlagen,,,Anzahl Wärmemelder:9 Stk.; Bauart:Mehrkriterienmelder;,456.01.01.224.01.00
544,Anlage,54242,,Brandschutztschiebetor,1174,344,Innentor,340,Innenwände,,,"Antriebsart:nicht kraftbetrieben; Aufschaltung BMA:; Breite:3,10 m; Feuerwiderstandsklasse:T30; Höhe:2,72 m; im Fluchtweg:nein; Öffnungssteuerung:; Rauchschutzausführung:; Schließrichtung:; Torart:Schiebetor; zusätzlicher Notausgang:;",334.02.01.000.08.01
544,Anlage,54243,,Brunnenanlage,1197,412,Brunnenanlage,410,"Abwasser-, Wasser-, Gasanlagen",,,Auflagen einer Behörde:; Aufstellung:im Gebäude; Brunnentiefe:; Größe Vorratsbehälter:1500 l; Trinkwassernachspeisung:;,
544,Bauteil,75212,54243.0,Filter,1439,412,Brunnenanlage,410,"Abwasser-, Wasser-, Gasanlagen",,,Filterart:Grobschmutzfilter;,
544,Anlage,54248,,Zugangskontrollanlage,1301,456,Zugangskontrollanlage,450,Fernmelde- und informationstechnische Anlagen,,,Anzahl Batterien / Akku:; Anzahl Leseeinheiten:; Anzahl Schlösser:; Anzahl Transponder:; Art Leseeinheit:; Bauart:elektronisch; Flucht-/Rettungsweg:;,456.06.01.000.00.00
544,Anlage,54249,,Rauchwärmeabzugsanlage (RWA),1256,439,Rauchwärmeabzugsanlage (RWA),430,Lufttechnische Anlagen,,Die Preisermittlung erfolgt entweder über Anzahl elektrische oder Anzahl pneumatische Antriebe. Es dürfen nicht beide Felder gefüllt sein.,Anzahl elektrische Antriebe:2 Stk.; Anzahl manuelle Antriebe:0 Stk.; Anzahl pneumatische Antriebe:0 Stk.; Anzahl Rauchabzugsöffnungen:2 Stk.; Auslöseart:Handmelder+Rauchmelder; zusätzliche Lüftungsfunktion:nein;,439.02.01.000.01.00
544,Anlage,54254,,Umluftkühlgeräte (Fan Coils),1249,434,Umluftkühlgerät,430,Lufttechnische Anlagen,128.0,,Versorgung Aufenthaltsbereich (relevant für VDI 6022):; Kälteleistung:2 kW; Kältemittel:; Kältemittelfüllung:;,434.01.04.000.00.01
544,Anlage,74335,,Leitungen,1269,444,Leitungen,440,Starkstromanlagen,,,,444.02.01.000.00.00
544,Anlage,74336,,Kabel,1268,444,Kabel,440,Starkstromanlagen,,,,444.01.01.000.00.00
544,Anlage,75213,,Verlegesysteme,1271,444,Verlegesysteme,440,Starkstromanlagen,,,,444.04.01.000.00.00
544,Anlage,75214,,Automationssystem,1393,481,Automationssystem,480,Gebäudeautomation,,,Anlagenaufbau:; Anzahl Bedienplätze:; Anzahl Schaltschränke:; Protokoll:; Remote-Zugang:;,481.01.01.000.01.00
544,Bauteil,75216,75214.0,DDC,1642,481,Automationssystem,480,Gebäudeautomation,,Bezugsgröße für die Preisermittlung ist die Anzahl DDC in den Merkmalen,Anzahl DDC:4 Stk.; Anzahl der Ausgänge (physikalisch):182 Stk.; Anzahl der Eingänge (physikalisch):191 Stk.;,481.01.01.128.02.00
544,Bauteil,80621,75214.0,Feldgeräte (Aktor),1665,481,Automationssystem,480,Gebäudeautomation,,,Anzahl Aktor:182 Stk.; Bauart Aktor:Ventilantrieb;,481.01.01.142.04.00
544,Bauteil,80620,75214.0,Feldgeräte (Sensor),1664,481,Automationssystem,480,Gebäudeautomation,,,Anzahl Sensor:191 Stk.; Bauart Sensor:Temperatursensor;,481.01.01.142.03.00
544,Anlage,75217,,Management-Ebene,1396,483,Management-Ebene,480,Gebäudeautomation,,,Anzahl aufgeschalt. Datenpunkte (physikalisch):633 Stk.; Anzahl Rechner / abgesetzte Bedienplätze:; Anzahl Server:;,483.01.01.000..01
544,Anlage,75218,,Fancoils,1236,431,Luftschleieranlage,430,Lufttechnische Anlagen,128.0,,Heizleistung:1 kW; Kühlleistung:1 kW; Medium Wasser:; Versorgung Aufenthaltsbereich (relevant für VDI 6022):; Volumenstrom:500 m3/h;,
544,Anlage,75219,,Raumbeleuchtung,1274,445,Raumbeleuchtung,440,Starkstromanlagen,,,,445.01.01.000.00.00
544,Anlage,75220,,Personenaufzug,1306,461,Personenaufzug,460,Förderanlagen,,,Antriebsart:Treibscheibe; Anzahl Haltestellen:8 Stk.; Anzahl Zugangsstellen:; Durchladung:; Errichtungsnorm:; Feuerwehr-/Evakuierungsaufzug:; Förderhöhe:; Notruffunktion:; Tragfähigkeit:450 kg;,461.01.01.000.01.07
544,Anlage,75221,,Tritte / Leitern,1186,389,Tritte / Leitern,380,Neu Sonstiges zur KG,,,Anzahl Tritte / Leitern:1 Stk.; Montageart:ortsveränderlich;,389.01.01.000.02.00
544,Anlage,75222,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:1 Stk.; Feuerwiderstandsklasse:keine; im Fluchtweg:nein; Innendurchmesser:1000 mm; Obertürschließer:nein; Schließfolgeregelung:nein; Türart:Drehflügeltür;,334.03.01.000.20.01
544,Anlage,75223,,Abläufe,1188,411,Abläufe,410,"Abwasser-, Wasser-, Gasanlagen",,,,
544,Bauteil,75224,75223.0,Dacheinläufe,1432,411,Abläufe,410,"Abwasser-, Wasser-, Gasanlagen",,,Anzahl Dacheinläufe:6 Stk.;,411.02.01.125.00.00
544,Bauteil,75225,75223.0,Dachrinnen,1433,411,Abläufe,410,"Abwasser-, Wasser-, Gasanlagen",,,Gesamtlänge Rinnen:120 m;,411.02.01.126.00.00
544,Anlage,75226,,"Antennenanlage (Stabanntenne, Parabolspiegelantenne)",1292,455,"Antennenanlage (Stabanntenne, Parabolspiegelantenne)",450,Fernmelde- und informationstechnische Anlagen,,,Antriebsart:nicht kraftbetrieben;,455.01.01.000.00.02
544,Anlage,75227,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:1 Stk.; Feuerwiderstandsklasse:keine; im Fluchtweg:nein; Innendurchmesser:1000 mm; Obertürschließer:nein; Schließfolgeregelung:nein; Türart:Drehflügeltür;,334.03.01.000.20.01
544,Anlage,75228,,Geneigtes Dach,1180,363,Geneigtes Dach,360,Dächer,,,Dachneigung :45 GRAD; Eindeckung:Metall; Fläche:900 m2;,363.01.02.000.00.00
544,Anlage,75229,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:2 Stk.; Feuerwiderstandsklasse:keine; im Fluchtweg:nein; Innendurchmesser:1000 mm; Obertürschließer:nein; Schließfolgeregelung:nein; Türart:Drehflügeltür;,334.03.01.000.01.02
544,Anlage,75230,,Handfeuerlöscher,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:A; Inhalt:9 kg; Löscher (Art):Wasser; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.09.000.00.01
544,Anlage,75231,,Heizkörper,1229,423,Heizkörper,420,Wärmeversorgungsanlagen,,,Ausführung:Überflur; Heizkörperart:Konvektoren;,423.01.01.000.00.00
544,Anlage,75232,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:2 Stk.; Feuerwiderstandsklasse:T30; im Fluchtweg:ja; Innendurchmesser:1000 mm; Obertürschließer:ja; Schließfolgeregelung:ja; Türart:Drehflügeltür;,334.03.01.000.17.02
544,Anlage,75233,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:2 Stk.; Feuerwiderstandsklasse:T30; im Fluchtweg:nein; Innendurchmesser:1000 mm; Obertürschließer:nein; Schließfolgeregelung:nein; Türart:Drehflügeltür;,334.03.01.000.02.02
544,Anlage,75234,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:2 Stk.; Feuerwiderstandsklasse:keine; im Fluchtweg:ja; Innendurchmesser:1000 mm; Obertürschließer:ja; Schließfolgeregelung:ja; Türart:Drehflügeltür;,334.03.01.000.17.01
544,Anlage,75235,,Handfeuerlöscher,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:A; Inhalt:9 kg; Löscher (Art):Wasser; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.09.000.00.01
544,Anlage,75237,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:2 Stk.; Feuerwiderstandsklasse:keine; im Fluchtweg:ja; Innendurchmesser:1000 mm; Obertürschließer:ja; Schließfolgeregelung:ja; Türart:Drehflügeltür;,334.03.01.000.17.01
544,Anlage,75238,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:2 Stk.; Feuerwiderstandsklasse:T30; im Fluchtweg:nein; Innendurchmesser:1000 mm; Obertürschließer:nein; Schließfolgeregelung:nein; Türart:Drehflügeltür;,334.03.01.000.02.02
544,Anlage,75239,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:2 Stk.; Feuerwiderstandsklasse:T30; im Fluchtweg:ja; Innendurchmesser:1000 mm; Obertürschließer:ja; Schließfolgeregelung:ja; Türart:Drehflügeltür;,334.03.01.000.17.02
544,Anlage,75240,,Handfeuerlöscher,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:A; Inhalt:9 kg; Löscher (Art):Wasser; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.09.000.00.01
544,Anlage,75241,,Handfeuerlöscher,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:A; Inhalt:2 kg; Löscher (Art):CO2; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.07.000.00.01
544,Anlage,75246,,GA-Schaltschränke,1395,482,GA-Schaltschränke,480,Gebäudeautomation,,,Anzahl Felder:; Anzahl ISP:; Anzahl Steuerungen:; Bauart:Wandschrank; Leistung:1 kW;,482.01.01.000.01.00
544,Anlage,75259,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:1 Stk.; Feuerwiderstandsklasse:T30; im Fluchtweg:ja; Innendurchmesser:1000 mm; Obertürschließer:ja; Schließfolgeregelung:ja; Türart:Drehflügeltür;,334.03.01.000.16.02
544,Anlage,75260,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:2 Stk.; Feuerwiderstandsklasse:T30; im Fluchtweg:ja; Innendurchmesser:1000 mm; Obertürschließer:ja; Schließfolgeregelung:ja; Türart:Drehflügeltür;,334.03.01.000.17.02
