Gebäude-ID,Anlagentyp,Anlagen-ID,Bauteil der Anlage,Anlagenname,Untergewerk-ID,Untergewerk,AKS-Bezeichnung,Kostengruppe,Kostengruppenbezeichnung,Anzahl,Hinweis Preisermittlung,Merkmale,Verbandsnummer
2031,Anlage,79150,,Kabel,1268,444,Kabel,440,Starkstromanlagen,,,,444.01.01.000.00.00
2031,Anlage,79151,,Leitungen,1269,444,Leitungen,440,Starkstromanlagen,,,,444.02.01.000.00.00
2031,Anlage,79152,,Raumbeleuchtung,1274,445,Raumbeleuchtung,440,Starkstromanlagen,,,,445.01.01.000.00.00
2031,Anlage,79153,,Verlegesysteme,1271,444,Verlegesysteme,440,Starkstromanlagen,,,,444.04.01.000.00.00
2031,Anlage,79154,,Rohrleitungen,1203,412,Rohrleitungen,410,"Abwasser-, Wasser-, Gasanlagen",2.0,,Anzahl Hygienespüleinrichtungen:; Anzahl Probeentnahmestellen VDI 6023:; Anzahl Stränge / Kreise:; Anzahl Zirkulationspumpen:; Medium:; Nennweite Einspeisung:;,412.03.01.000.00.00
2031,Bauteil,79156,79154.0,Wasserfilter,1447,412,Rohrleitungen,410,"Abwasser-, Wasser-, Gasanlagen",2.0,,Rückspülung:mit Rückspülung;,412.03.01.229.00.00
2031,Bauteil,79155,79154.0,Wasserzähler,1448,412,Rohrleitungen,410,"Abwasser-, Wasser-, Gasanlagen",2.0,,Bauart:Flügelrad; Eichfrist:; Fernauslesung:; GLT Adresse:; Zählernummer:;,412.03.01.230.00.00
2031,Anlage,79157,,Abwasserleitungen,1189,411,Abwasserleitungen,410,"Abwasser-, Wasser-, Gasanlagen",12.0,,Anzahl Absperreinrichtungen:; Anzahl Rückstauverschlüsse elektromotorisch:; Anzahl Rückstauverschlüsse mechanisch:; größte Nennweite:250 DN; Medium:;,411.01.01.000.00.02
2031,Anlage,79158,,Wärmeverteilnetz,1228,422,Wärmeverteilnetz,420,Wärmeversorgungsanlagen,6.0,"Die Preisermittlung des Wärmeverteilnetzes erfolgt ausschließlich über die folgenden Bauteile am Wärmeverteilnetz: Heizungsverteiler, Entgasungsstationen, Wärmetauscher.",,
2031,Bauteil,79161,79158.0,Heizungsverteiler,1482,422,Wärmeverteilnetz,420,Wärmeversorgungsanlagen,1.0,,Anzahl Heizkreise:6 Stk.; Heizkreis (Art):; Nennweite Zuleitung:65 DN;,422.01.01.154.02.01
2031,Bauteil,79160,79158.0,Kälteverteiler,1482,422,Wärmeverteilnetz,420,Wärmeversorgungsanlagen,1.0,,Anzahl Heizkreise:5 Stk.; Heizkreis (Art):; Nennweite Zuleitung:65 DN;,422.01.01.154.01.01
2031,Bauteil,79760,79158.0,Kälteverteiler,1482,422,Wärmeverteilnetz,420,Wärmeversorgungsanlagen,1.0,,Anzahl Heizkreise:3 Stk.; Heizkreis (Art):; Nennweite Zuleitung:65 DN;,422.01.01.154.01.01
2031,Bauteil,79887,79158.0,Membranausdehnungsgefäß (MAG) Druckhalteanlage,1484,422,Wärmeverteilnetz,420,Wärmeversorgungsanlagen,1.0,"Die Preisermittlung des Wärmeverteilnetzes erfolgt ausschließlich über die folgenden Bauteile am Wärmeverteilnetz: Heizungsverteiler, Entgasungsstationen, Wärmetauscher.","Volumen:0,018 m3;",
2031,Bauteil,79886,79158.0,Membranausdehnungsgefäß (MAG) Druckhalteanlage,1484,422,Wärmeverteilnetz,420,Wärmeversorgungsanlagen,1.0,"Die Preisermittlung des Wärmeverteilnetzes erfolgt ausschließlich über die folgenden Bauteile am Wärmeverteilnetz: Heizungsverteiler, Entgasungsstationen, Wärmetauscher.","Volumen:0,4 m3;",
2031,Bauteil,79759,79158.0,Pumpen Heizung,1487,422,Wärmeverteilnetz,420,Wärmeversorgungsanlagen,13.0,Die Preisermittlung erfolgt über Heizungsverteiler und ist dort inkludiert.,elektr. Pumpenleistung:; Förderhöhe:; Fördermenge:999 m3/h;,
2031,Bauteil,79757,79158.0,Pumpen LA,1487,422,Wärmeverteilnetz,420,Wärmeversorgungsanlagen,9.0,Die Preisermittlung erfolgt über Heizungsverteiler und ist dort inkludiert.,elektr. Pumpenleistung:; Förderhöhe:; Fördermenge:999 m3/h;,
2031,Bauteil,79758,79158.0,Wärmemengenzähler,1489,422,Wärmeverteilnetz,420,Wärmeversorgungsanlagen,2.0,,Aufschaltung GLT:; Bauart:Volumen; Eichfrist:; Zählernummer:;,422.01.01.225.00.00
2031,Anlage,79163,,Kanalnetz,1253,439,Kanalnetz,430,Lufttechnische Anlagen,25.0,,,
2031,Anlage,79164,,Fernwärmeübergabestation - Heißwasser,1217,421,Fernwärmeübergabestation - Heißwasser,420,Wärmeversorgungsanlagen,,,Anschluss an Sekundärkreislauf:; Übertragungsleistung:250 kW;,421.02.01.000.00.02
2031,Bauteil,79165,79164.0,Wärmetauscher,1462,421,Fernwärmeübergabestation - Heißwasser,420,Wärmeversorgungsanlagen,1.0,,Bauart:Plattenwärmetauscher;,
2031,Anlage,79166,,Wassererwärmungsanlage,1226,421,Wassererwärmungsanlage,420,Wärmeversorgungsanlagen,,Die Preisermittlung erfolgt über das Bauteil Warmwasserspeicher.,,
2031,Bauteil,79167,79166.0,Speicherladepumpe - Zirkulationspumpe,1476,421,Wassererwärmungsanlage,420,Wärmeversorgungsanlagen,4.0,,,
2031,Bauteil,79764,79166.0,Wärmetauscher Küche,1477,421,Wassererwärmungsanlage,420,Wärmeversorgungsanlagen,,,Bauart:Plattenwärmetauscher;,
2031,Bauteil,79765,79166.0,Wärmetauscher Naßgruppen,1477,421,Wassererwärmungsanlage,420,Wärmeversorgungsanlagen,,,Bauart:Plattenwärmetauscher;,
2031,Bauteil,79761,79166.0,Warmwasserspeicher,1478,421,Wassererwärmungsanlage,420,Wärmeversorgungsanlagen,,,"Beheizung (Art):elektrisch; elektr. Leistung:; Volumen:0,01 m3;",421.04.01.227.01.01
2031,Bauteil,79762,79166.0,Warmwasserspeicher Boiler Küche,1478,421,Wassererwärmungsanlage,420,Wärmeversorgungsanlagen,,,"Beheizung (Art):Speicher-/ Ladesystem; elektr. Leistung:; Volumen:2,5 m3;",421.04.01.227.01.01
2031,Bauteil,79763,79166.0,Warmwasserspeicher Boiler Naßgruppen,1478,421,Wassererwärmungsanlage,420,Wärmeversorgungsanlagen,,,"Beheizung (Art):Speicher-/ Ladesystem; elektr. Leistung:; Volumen:2,5 m3;",421.04.01.227.01.01
2031,Anlage,79169,,"Klimaanlage L1 - Büro, Kundenhalle",1242,433,Klimaanlage,430,Lufttechnische Anlagen,1.0,,"Abluft Volumenstrom:14000 m3/h; Antriebsart:Riemenantrieb; Befeuchterart:Sprühbefeuchter; Befeuchterleistung:6,6 l/h; Erhitzerleistung:999 kW; Funktion Umluft:ja; Kühlerleistung:0 kW; Überdruckbelüftung:; UV-Behandlung:nein; Versorgung Aufenthaltsbereich (relevant für VDI 6022):ja; Zuluft Volumenstrom:14000 m3/h;",433.01.01.000.00.05
2031,Bauteil,79888,79169.0,Frequenzumformer,1514,433,Klimaanlage,430,Lufttechnische Anlagen,,,,433.01.01.021.00.00
2031,Bauteil,79889,79169.0,WRG,1515,433,Klimaanlage,430,Lufttechnische Anlagen,,Die Preisermittlung erfolgt nur über die Hauptanlage.,Bauart:Rotations-WT;,
2031,Anlage,79171,,Abluftanlage L3  - Abluftventilator WC,1233,431,Abluftanlage,430,Lufttechnische Anlagen,1.0,,Abluft Volumenstrom:1950 m3/h; Antriebsart:Direktantrieb;,431.01.01.000.00.02
2031,Anlage,79172,,"Zu- und Abluftanlage L4 - Lüftung Lager, Keller",1239,431,Zu- und Abluftanlage,430,Lufttechnische Anlagen,1.0,,Abluft Volumenstrom:6060 m3/h; Antriebsart:Riemenantrieb; Erhitzerleistung:; Funktion Umluft:nein; Kühlerleistung:0 kW; Überdruckbelüftung:; UV-Behandlung:nein; Versorgung Aufenthaltsbereich (relevant für VDI 6022):nein; Zuluft Volumenstrom:6060 m3/h; Wärmerückgewinnung:ja;,431.03.01.000.01.04
