Gebäude-ID,Anlagentyp,Anlagen-ID,Bauteil der Anlage,Anlagenname,Untergewerk-ID,Untergewerk,AKS-Bezeichnung,Kostengruppe,Kostengruppenbezeichnung,Anzahl,Hinweis Preisermittlung,Merkmale,Verbandsnummer
2043,Anlage,75859,,Brandschutzklappe,1654,439,Brandschutzklappe,430,Lufttechnische Anlagen,7.0,,Brandschutzklappen (Auslöseart):;,439.01.01.053.00.00
2043,Anlage,77575,,Rückkühlwerk,1247,434,Rückkühlwerk,430,Lufttechnische Anlagen,,,Bauart:geschlossen; Rückkühlanlage Typ:Trockenrückkühlanlagen; Rückkühlleistung:720 kW;,434.02.01.000.01.03
2043,Anlage,77576,,Anschlagpunkte,1182,389,Anschlagpunkte,380,Neu Sonstiges zur KG,,Die Massenermittlung erfolgt anhand des Merkmals Anzahl Anschlagpunkte,Anzahl Anschlagpunkte:7 Stk.;,389.02.02.000.00.00
2043,Anlage,77577,,"Antennen (Stabanntenne, Parabolspiegelantenne)",1291,455,"Antennen (Stabanntenne, Parabolspiegelantenne)",450,Fernmelde- und informationstechnische Anlagen,,,Anlagenart (Antennen):; Anzahl Verstärker:; Anzahl Verteiler/Dosen:;,
2043,Anlage,77578,,Geneigtes Dach,1180,363,Geneigtes Dach,360,Dächer,,,Dachneigung :; Eindeckung:Metall; Fläche:200 m2;,363.01.02.000.00.00
2043,Anlage,77579,,Flachdach,1179,363,Flachdach,360,Dächer,,,Abdichtung:; Fläche:200 m2; Nutzung:; Schaligkeit:;,363.01.01.000.00.01
2043,Anlage,77580,,Blitzschutzanlage,1276,446,Blitzschutzanlage,440,Starkstromanlagen,,Bei Äußeren Blitzschutz erfolgt die Preisermittlung ausschließlich über die Bauteile Trennstellen.,Anzahl Ableitungen:; Anzahl Auffangeinrichtungen:; Anzahl Erdungen:; Anzahl Potenzialausgleichsschienen:; Bauart:Äusserer Blitzschutz; Blitzschutzklasse:; Überspannungsschutz:;,
2043,Bauteil,79685,77580.0,Trennstellen,1547,446,Blitzschutzanlage,440,Starkstromanlagen,,,Anzahl Trennstellen:2 Stk.;,446.01.01.216.00.00
2043,Anlage,77581,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:1 Stk.; Feuerwiderstandsklasse:T30; im Fluchtweg:ja; Innendurchmesser:1000 mm; Obertürschließer:nein; Schließfolgeregelung:nein; Türart:Drehflügeltür;,334.03.01.000.16.02
2043,Anlage,77582,,Außentür,1167,334,Außentür,330,Außenwände,,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:1 Stk.; Feuerwiderstandsklasse:T30; im Fluchtweg:ja; Innendurchmesser:1000 mm; Obertürschließer:nein; Schließfolgeregelung:nein; Türart:Drehflügeltür;,334.03.01.000.16.02
