Gebäude-ID,Anlagentyp,Anlagen-ID,Bauteil der Anlage,Anlagenname,Untergewerk-ID,Untergewerk,AKS-Bezeichnung,Kostengruppe,Kostengruppenbezeichnung,Anzahl,Hinweis Preisermittlung,Merkmale,Verbandsnummer
2035,Anlage,76807,,Personenaufzug Wohnungen,1306,461,Personenaufzug,460,Förderanlagen,1.0,,Antriebsart:Treibscheibe; Anzahl Haltestellen:7 Stk.; Anzahl Zugangsstellen:1 Stk.; Durchladung:; Errichtungsnorm:; Feuerwehr-/Evakuierungsaufzug:; Förderhöhe:20 m; Notruffunktion:ja; Tragfähigkeit:680 kg;,461.01.01.000.01.06
2035,Anlage,76808,,Türsprech- und Türöffneranlage Wohnungen rechts,1286,452,Türsprech- und Türöffneranlage,450,Fernmelde- und informationstechnische Anlagen,1.0,,Anzahl Kameras:#NV Stk.; Anzahl Monitore:#NV Stk.; Anzahl Sprechstellen außen:1 Stk.; Anzahl Sprechstellen innen:8 Stk.;,452.03.01.000.01.00
2035,Anlage,76809,,Türsprech- und Türöffneranlage Wohnungen links,1286,452,Türsprech- und Türöffneranlage,450,Fernmelde- und informationstechnische Anlagen,1.0,,Anzahl Kameras:#NV Stk.; Anzahl Monitore:#NV Stk.; Anzahl Sprechstellen außen:1 Stk.; Anzahl Sprechstellen innen:8 Stk.;,452.03.01.000.01.00
2035,Anlage,76810,,Außentür Haupteingang rechts,1167,334,Außentür,330,Außenwände,1.0,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:1 Stk.; Feuerwiderstandsklasse:keine; im Fluchtweg:ja; Innendurchmesser:1 mm; Obertürschließer:ja; Schließfolgeregelung:nein; Türart:Drehflügeltür;,334.03.01.000.16.01
2035,Anlage,76811,,Außentür Haupteingang links,1167,334,Außentür,330,Außenwände,1.0,,Antriebsart:nicht kraftbetrieben; Anzahl Flügel:1 Stk.; Feuerwiderstandsklasse:keine; im Fluchtweg:ja; Innendurchmesser:1 mm; Obertürschließer:ja; Schließfolgeregelung:nein; Türart:Drehflügeltür;,334.03.01.000.16.01
2035,Anlage,76812,,Handfeuerlöscher,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,1.0,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:A B; Inhalt:6 kg; Löscher (Art):Schaum; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.10.000.01.01
2035,Anlage,76813,,Handfeuerlöscher,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,1.0,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:A B; Inhalt:6 kg; Löscher (Art):Schaum; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.10.000.01.01
2035,Anlage,76814,,Handfeuerlöscher,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,1.0,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:A B; Inhalt:6 kg; Löscher (Art):Schaum; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.10.000.01.01
2035,Anlage,76815,,Handfeuerlöscher,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,1.0,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:A B; Inhalt:6 kg; Löscher (Art):Schaum; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.10.000.01.01
2035,Anlage,76816,,Handfeuerlöscher,1376,474,Handfeuerlöscher,470,Nutzungsspezifische Anlagen,1.0,,Anzahl Handfeuerlöscher:1 Stk.; Brandklasse:A B; Inhalt:6 kg; Löscher (Art):Schaum; Transportart Feuerlöscher:tragbar; Typ Auslösevorrichtung:Dauerdrucklöscher;,474.01.10.000.01.01
